#Supplementary Data 2. All alternative splicing events for significantly differentially spliced genes between morphs of Pristionchus pacificus.																				  
Gene ID	Splice type	Chromosome	Strand	Exon start	Exon end	Upstream exon start	Upstream exon end	Downstream exon start	Downstream exon end	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference  
UMM-S2854-2.33-mRNA-1	A3SS	ChrIV	+	25370713	25370849	25370822	25370849	25370519	25370634	"4,3,0,2"	"2,3,3,3"	"2,3,0,1"	"5,4,2,5"	187	78	0.01278055	0.194820361	"0.455,0.294,0.0,0.218"	"0.143,0.238,0.0,0.077"	0.127
UMM-S2854-2.33-mRNA-1	RI	ChrIV	+	25357266	25357444	25357266	25357329	25357397	25357444	"3,1,2,2"	"13,19,10,16"	"0,0,3,0"	"15,21,28,12"	146	78	0.021207782	0.121367882	"0.11,0.027,0.097,0.063"	"0.0,0.0,0.054,0.0"	0.061
UMM-S2854-22.21-mRNA-1	SE	ChrIV	+	23349086	23349162	23348817	23348875	23349248	23349338	"50,52,62,43"	"1,6,3,4"	"49,41,59,38"	"0,0,0,0"	154	78	3.15E-06	0.000101418	"0.962,0.814,0.913,0.845"	"1.0,1.0,1.0,1.0"	-0.117
UMM-S2854-22.21-mRNA-1	SE	ChrIV	+	23349086	23349157	23348817	23348875	23349248	23349338	"106,117,139,103"	"1,6,3,4"	"95,106,110,84"	"0,0,0,0"	149	78	0.000390728	0.007572251	"0.982,0.911,0.96,0.931"	"1.0,1.0,1.0,1.0"	-0.054
UMM-S2854-22.21-mRNA-1	RI	ChrIV	+	23344595	23344796	23344595	23344680	23344730	23344796	"4,2,3,4"	"70,81,70,106"	"5,3,4,3"	"63,84,80,65"	128	78	0.000467589	0.004817177	"0.034,0.015,0.025,0.022"	"0.046,0.021,0.03,0.027"	-0.007
UMM-S2854-22.21-mRNA-1	A5SS	ChrIV	+	23345622	23345706	23345622	23345697	23345872	23345941	"22,27,22,18"	"34,59,67,47"	"16,17,20,16"	"49,58,36,42"	87	78	0.044579702	0.354355893	"0.367,0.291,0.227,0.256"	"0.226,0.208,0.332,0.255"	0.03
UMM-S2854-22.21-mRNA-1	RI	ChrIV	+	23347364	23347571	23347364	23347443	23347520	23347571	"0,1,2,0"	"45,57,64,52"	"5,3,1,2"	"52,48,20,21"	155	78	0.049357627	0.234297635	"0.0,0.009,0.015,0.0"	"0.046,0.03,0.025,0.046"	-0.031
UMM-S2857-8.40-mRNA-1	A5SS	ChrX	-	9866269	9866344	9866272	9866344	9866126	9866206	"39,59,68,56"	"1,5,3,1"	"83,73,49,40"	"1,3,1,0"	81	78	1.17E-23	1.85E-21	"0.974,0.919,0.956,0.982"	"0.988,0.959,0.979,1.0"	-0.024
UMM-S2857-8.40-mRNA-1	SE	ChrX	-	9866272	9866344	9866126	9866206	9866922	9867021	"7,15,26,11"	"4,4,3,1"	"14,17,7,9"	"3,3,0,1"	150	78	1.88E-09	9.42E-08	"0.476,0.661,0.818,0.851"	"0.708,0.747,1.0,0.824"	-0.118
UMM-S2857-8.40-mRNA-1	A5SS	ChrX	-	9867748	9867823	9867754	9867823	9867579	9867660	"47,50,57,40"	"35,58,56,43"	"59,46,40,30"	"86,72,63,56"	84	78	3.18E-07	1.20E-05	"0.555,0.445,0.486,0.463"	"0.389,0.372,0.371,0.332"	0.121
UMM-S2857-8.40-mRNA-1	SE	ChrX	-	9866269	9866344	9866126	9866206	9866922	9867021	"40,66,89,65"	"4,4,3,1"	"95,85,53,48"	"3,3,0,1"	153	78	0.000160779	0.003420636	"0.836,0.894,0.938,0.971"	"0.942,0.935,1.0,0.961"	-0.05
UMM-S2857-8.40-mRNA-1	A3SS	ChrX	-	9864551	9864659	9864551	9864647	9865043	9865138	"10,12,11,13"	"55,91,92,80"	"12,11,6,13"	"135,111,103,86"	90	78	0.004281542	0.078014758	"0.136,0.103,0.094,0.123"	"0.072,0.079,0.048,0.116"	0.035
UMM-S2864-27.31-mRNA-1	RI	ChrIII	-	4047376	4047624	4047376	4047466	4047508	4047624	"27,31,31,34"	"46,75,53,72"	"20,27,25,20"	"18,29,22,22"	120	78	8.16E-77	7.76E-74	"0.276,0.212,0.275,0.235"	"0.419,0.377,0.425,0.371"	-0.149
UMM-S2864-27.31-mRNA-1	A3SS	ChrIII	-	4047508	4047624	4047508	4047616	4047677	4047751	"0,2,0,1"	"83,95,85,87"	"1,5,2,1"	"45,64,45,44"	86	78	2.22E-15	2.44E-13	"0.0,0.019,0.0,0.01"	"0.02,0.066,0.039,0.02"	-0.029
UMM-S2864-27.31-mRNA-1	RI	ChrIII	-	4048853	4049070	4048853	4048945	4049023	4049070	"23,19,20,14"	"2,1,5,3"	"17,16,13,16"	"0,1,2,1"	156	78	6.59E-08	1.57E-06	"0.852,0.905,0.667,0.7"	"1.0,0.889,0.765,0.889"	-0.105
UMM-S2864-27.31-mRNA-1	A3SS	ChrIII	-	4045242	4045487	4045242	4045484	4045576	4045653	"4,1,4,4"	"27,28,33,26"	"1,2,1,0"	"9,9,6,7"	81	78	1.67E-05	0.000647067	"0.125,0.033,0.105,0.129"	"0.097,0.176,0.138,0.0"	-0.005
UMM-S2864-27.31-mRNA-1	A5SS	ChrIII	-	4049023	4049213	4049163	4049213	4048853	4048945	"4,7,12,6"	"29,22,17,17"	"4,6,8,7"	"7,14,9,11"	218	78	0.006332945	0.077626905	"0.047,0.102,0.202,0.112"	"0.17,0.133,0.241,0.185"	-0.067
UMM-S2864-27.31-mRNA-1	A3SS	ChrIII	-	4048853	4049070	4048853	4048945	4049163	4049213	"22,19,20,14"	"29,22,17,17"	"17,14,13,16"	"7,14,9,11"	203	78	0.032074813	0.401080879	"0.226,0.249,0.311,0.24"	"0.483,0.278,0.357,0.359"	-0.113
UMM-S2864-30.14-mRNA-1	A3SS	ChrIII	-	4294483	4294606	4294483	4294560	4294854	4295019	"21,13,24,15"	"1,3,1,1"	"20,23,22,24"	"1,0,0,0"	124	78	0.001758428	0.036278826	"0.93,0.732,0.938,0.904"	"0.926,1.0,1.0,1.0"	-0.106
UMM-S2864-5.32-mRNA-1	SE	ChrIII	+	1840640	1840676	1840305	1840349	1841907	1842022	"2,1,1,3"	"3,2,2,5"	"0,0,0,1"	"2,5,1,1"	114	78	6.78E-05	0.00161276	"0.313,0.255,0.255,0.291"	"0.0,0.0,0.0,0.406"	0.177
UMM-S2864-5.32-mRNA-1	SE	ChrIII	+	1854588	1854720	1852383	1852425	1855090	1855268	"11,16,19,12"	"7,2,5,1"	"17,15,8,3"	"2,2,0,0"	210	78	0.000732949	0.013329355	"0.369,0.748,0.585,0.817"	"0.759,0.736,1.0,1.0"	-0.244
UMM-S2864-5.32-mRNA-1	A5SS	ChrIII	+	1831780	1831906	1831780	1831885	1834999	1835071	"1,6,7,10"	"2,2,3,0"	"9,4,4,4"	"7,5,2,1"	99	78	0.002073446	0.029776664	"0.283,0.703,0.648,1.0"	"0.503,0.387,0.612,0.759"	0.093
UMM-S2864-5.32-mRNA-1	A5SS	ChrIII	+	1831780	1831906	1831780	1831840	1834999	1835071	"15,22,27,22"	"7,9,8,8"	"23,15,14,10"	"9,3,2,0"	144	78	0.005438379	0.068497772	"0.537,0.57,0.646,0.598"	"0.581,0.73,0.791,1.0"	-0.188
UMM-S2864-5.32-mRNA-1	SE	ChrIII	+	1854591	1854720	1852383	1852425	1855090	1855268	"0,5,2,3"	"7,2,5,1"	"3,5,2,2"	"2,2,0,0"	207	78	0.02218325	0.247443522	"0.0,0.485,0.131,0.531"	"0.361,0.485,1.0,1.0"	-0.425
UMM-S2864-5.32-mRNA-1	A5SS	ChrIII	+	1831780	1831885	1831780	1831840	1834999	1835071	"16,18,23,12"	"7,9,8,8"	"21,16,12,7"	"9,3,2,0"	123	78	0.0347814	0.292934568	"0.592,0.559,0.646,0.488"	"0.597,0.772,0.792,1.0"	-0.219
UMM-S2864-7.57-mRNA-1	SE	ChrIII	+	1975819	1975977	1975398	1975480	1976114	1976306	"30,39,23,18"	"4,5,6,3"	"20,38,47,44"	"10,15,8,7"	236	78	4.83E-07	1.78E-05	"0.713,0.721,0.559,0.665"	"0.398,0.456,0.66,0.675"	0.117
UMM-S2864-7.63-mRNA-1	A3SS	ChrIII	-	1954510	1954754	1954510	1954576	1954930	1955058	"28,24,29,28"	"15,15,19,21"	"16,14,13,1"	"22,16,15,4"	256	78	9.90E-06	0.000407593	"0.363,0.328,0.317,0.289"	"0.181,0.21,0.209,0.071"	0.157
UMM-S2864-8.14-mRNA-1	A3SS	ChrIII	+	2145522	2145616	2145528	2145616	2145068	2145208	"180,210,223,204"	"416,543,528,506"	"204,187,172,119"	"333,418,376,283"	84	78	0.00077336	0.017485107	"0.287,0.264,0.282,0.272"	"0.363,0.293,0.298,0.281"	-0.032
UMM-S2866-2.46-mRNA-1	RI	ChrV	-	10301979	10302219	10301979	10302086	10302135	10302219	"2,3,1,4"	"28,34,31,32"	"4,5,4,6"	"25,24,42,37"	127	78	1.50E-08	3.94E-07	"0.042,0.051,0.019,0.071"	"0.089,0.113,0.055,0.091"	-0.041
UMM-S2866-2.46-mRNA-1	RI	ChrV	-	10301161	10301365	10301161	10301261	10301303	10301365	"14,16,18,20"	"33,38,33,39"	"10,6,9,14"	"47,29,39,41"	120	78	3.27E-05	0.000478623	"0.216,0.215,0.262,0.25"	"0.121,0.119,0.13,0.182"	0.098
UMM-S2866-2.46-mRNA-1	RI	ChrV	-	10301887	10302086	10301887	10301942	10301993	10302086	"4,4,9,6"	"43,40,41,33"	"6,6,7,7"	"31,33,42,42"	129	78	0.001965905	0.01727719	"0.053,0.057,0.117,0.099"	"0.105,0.099,0.092,0.092"	-0.015
UMM-S2866-2.46-mRNA-1	A5SS	ChrV	-	10301887	10302086	10301979	10302086	10301647	10301721	"1,1,1,1"	"0,0,2,1"	"0,1,1,0"	"0,0,0,1"	170	78	0.003010282	0.041124695	"1.0,1.0,0.187,0.315"	"NA,1.0,1.0,0.0"	-0.041
UMM-S2866-2.46-mRNA-1	A5SS	ChrV	-	10251343	10251507	10251423	10251507	10251030	10251241	"4,8,7,2"	"124,112,117,103"	"2,1,4,8"	"82,116,113,112"	158	78	0.036741085	0.306709808	"0.016,0.034,0.029,0.009"	"0.012,0.004,0.017,0.034"	0.005
UMM-S2868-10.20-mRNA-1	SE	ChrV	+	7675894	7675975	7675010	7675145	7676566	7676713	"42,58,40,43"	"25,29,44,30"	"63,53,43,43"	"26,21,18,5"	159	78	0.000196436	0.004115698	"0.452,0.495,0.308,0.413"	"0.543,0.553,0.54,0.808"	-0.194
UMM-S2868-10.20-mRNA-1	SE	ChrV	+	7675789	7675975	7675010	7675145	7676566	7676713	"117,151,141,126"	"25,29,44,30"	"129,122,130,124"	"26,21,18,5"	264	78	0.000571805	0.010704985	"0.58,0.606,0.486,0.554"	"0.594,0.632,0.681,0.88"	-0.14
UMM-S2868-10.20-mRNA-1	A3SS	ChrV	+	7672312	7672422	7672320	7672422	7671925	7671982	"7,7,5,8"	"105,140,130,142"	"2,1,4,4"	"125,110,114,118"	86	78	0.002221333	0.04434326	"0.057,0.043,0.034,0.049"	"0.014,0.008,0.031,0.03"	0.025
UMM-S2868-10.20-mRNA-1	A3SS	ChrV	+	7675789	7675975	7675894	7675975	7675010	7675145	"76,93,102,86"	"1,0,1,3"	"72,72,88,82"	"6,3,1,1"	183	78	0.009612839	0.154359624	"0.97,1.0,0.978,0.924"	"0.836,0.911,0.974,0.972"	0.045
UMM-S2868-11.36-mRNA-1	SE	ChrV	-	7631004	7631049	7630644	7630774	7632354	7632455	"11,16,5,14"	"36,64,61,51"	"14,17,14,19"	"37,34,31,34"	123	78	0.000583223	0.010894074	"0.162,0.137,0.049,0.148"	"0.194,0.241,0.223,0.262"	-0.106
UMM-S2868-11.36-mRNA-1	SE	ChrV	-	7630980	7631049	7630644	7630774	7632354	7632455	"32,52,48,53"	"36,64,61,51"	"49,46,51,54"	"37,34,31,34"	147	78	0.001031756	0.017972562	"0.32,0.301,0.295,0.355"	"0.413,0.418,0.466,0.457"	-0.121
UMM-S2868-11.36-mRNA-1	SE	ChrV	-	7628113	7628139	7627866	7627960	7628220	7628324	"7,9,8,4"	"48,66,68,59"	"6,3,5,2"	"62,48,47,48"	104	78	0.01492504	0.18114966	"0.099,0.093,0.081,0.048"	"0.068,0.045,0.074,0.03"	0.026
UMM-S2868-5.13-mRNA-1	RI	ChrV	-	8185696	8185908	8185696	8185779	8185850	8185908	"6,10,8,7"	"4,2,1,6"	"9,6,5,4"	"2,1,0,1"	149	78	8.86E-06	0.000149615	"0.44,0.724,0.807,0.379"	"0.702,0.759,1.0,0.677"	-0.197
UMM-S2868-5.13-mRNA-1	SE	ChrV	-	8187701	8187726	8187072	8187128	8187795	8187890	"16,17,26,12"	"47,52,54,51"	"44,28,27,17"	"52,47,47,36"	103	78	0.001288886	0.021942917	"0.205,0.198,0.267,0.151"	"0.391,0.311,0.303,0.263"	-0.112
UMM-S2868-5.13-mRNA-1	A5SS	ChrV	-	8187701	8187890	8187795	8187890	8187072	8187128	"19,19,29,18"	"47,52,54,51"	"39,23,30,18"	"52,47,47,36"	172	78	0.016850495	0.169141978	"0.155,0.142,0.196,0.138"	"0.254,0.182,0.224,0.185"	-0.053
UMM-S2868-7.28-mRNA-1	SE	ChrV	-	8009769	8009817	8009222	8009293	8010368	8010479	"13,18,14,17"	"27,29,24,24"	"17,11,9,10"	"47,35,28,33"	126	78	8.19E-40	2.55E-37	"0.23,0.278,0.265,0.305"	"0.183,0.163,0.166,0.158"	0.102
UMM-S2868-7.28-mRNA-1	SE	ChrV	-	8010368	8010479	8009222	8009293	8011183	8011265	"94,92,97,94"	"4,4,2,4"	"140,131,106,112"	"4,4,1,2"	189	78	0.000523831	0.009885218	"0.907,0.905,0.952,0.907"	"0.935,0.931,0.978,0.959"	-0.033
UMM-S2873-5.46-mRNA-1	SE	ChrV	-	8962172	8962291	8961817	8961983	8963259	8963357	"105,112,103,99"	"3,2,5,3"	"75,92,81,60"	"5,5,8,3"	197	78	8.87E-33	1.91E-30	"0.933,0.957,0.891,0.929"	"0.856,0.879,0.8,0.888"	0.072
UMM-S2873-5.46-mRNA-1	SE	ChrV	-	8962098	8962291	8961817	8961983	8963259	8963357	"75,64,98,79"	"3,2,5,3"	"45,59,63,43"	"5,5,8,3"	271	78	1.32E-25	2.07E-23	"0.878,0.902,0.849,0.883"	"0.721,0.773,0.694,0.805"	0.13
UMM-S2873-5.46-mRNA-1	SE	ChrV	-	8962089	8962291	8961817	8961983	8963259	8963357	"83,74,106,86"	"3,2,5,3"	"50,70,68,50"	"5,5,8,3"	280	78	1.03E-24	1.51E-22	"0.885,0.912,0.855,0.889"	"0.736,0.796,0.703,0.823"	0.121
UMM-S2873-5.46-mRNA-1	SE	ChrV	-	8962172	8962272	8961817	8961983	8963259	8963357	"192,206,192,172"	"3,2,5,3"	"118,149,137,120"	"5,5,8,3"	178	78	1.43E-08	6.48E-07	"0.966,0.978,0.944,0.962"	"0.912,0.929,0.882,0.946"	0.045
UMM-S2873-5.46-mRNA-1	SE	ChrV	-	8962089	8962272	8961817	8961983	8963259	8963357	"170,168,195,159"	"3,2,5,3"	"93,127,124,110"	"5,5,8,3"	261	78	6.94E-07	2.49E-05	"0.944,0.962,0.921,0.941"	"0.848,0.884,0.822,0.916"	0.075
UMM-S2873-5.46-mRNA-1	SE	ChrV	-	8962098	8962272	8961817	8961983	8963259	8963357	"162,158,187,152"	"3,2,5,3"	"88,116,119,103"	"5,5,8,3"	252	78	1.98E-06	6.61E-05	"0.944,0.961,0.92,0.94"	"0.845,0.878,0.822,0.914"	0.076
UMM-S2873-5.46-mRNA-1	A5SS	ChrV	-	8962098	8962291	8962172	8962291	8961817	8961983	"34,26,55,43"	"64,74,60,63"	"19,30,30,17"	"49,63,48,34"	152	78	0.013527598	0.143025896	"0.214,0.153,0.32,0.259"	"0.166,0.196,0.243,0.204"	0.034
UMM-S2873-5.46-mRNA-1	SE	ChrV	-	8961817	8961983	8961352	8961410	8963259	8963357	"158,181,161,160"	"5,2,1,2"	"125,128,119,101"	"0,1,0,3"	244	78	0.047401513	0.451379265	"0.91,0.967,0.981,0.962"	"1.0,0.976,1.0,0.915"	-0.018
UMM-S2873-5.46-mRNA-1	A5SS	ChrV	-	8929974	8930141	8930052	8930141	8929768	8929884	"21,17,15,14"	"112,116,124,113"	"12,16,19,17"	"123,114,126,116"	156	78	0.047717285	0.375129866	"0.086,0.068,0.057,0.058"	"0.047,0.066,0.07,0.068"	0.005
UMM-S2873-6.81-mRNA-1	RI	ChrV	+	8899474	8899698	8899474	8899546	8899599	8899698	"5,4,4,6"	"52,54,48,51"	"3,11,8,5"	"48,48,58,44"	131	78	0.019953386	0.115387898	"0.054,0.042,0.047,0.065"	"0.036,0.12,0.076,0.063"	-0.022
UMM-S2873-6.81-mRNA-1	A5SS	ChrV	+	8896176	8896260	8896176	8896256	8896339	8896471	"27,28,20,25"	"5,2,4,0"	"22,23,25,31"	"4,2,1,0"	82	78	0.027286943	0.244927837	"0.837,0.93,0.826,1.0"	"0.84,0.916,0.96,1.0"	-0.031
UMM-S2874-1.4-mRNA-1	SE	ChrIII	-	112889	112934	111984	112043	113300	113705	"46,54,58,58"	"6,11,18,17"	"52,51,69,54"	"8,8,6,5"	123	78	1.01E-49	4.90E-47	"0.829,0.757,0.671,0.684"	"0.805,0.802,0.879,0.873"	-0.105
UMM-S2874-1.4-mRNA-1	SE	ChrIII	-	112796	112934	111984	112043	113300	113705	"98,117,135,117"	"6,11,18,17"	"120,109,130,111"	"8,8,6,5"	216	78	3.78E-46	1.49E-43	"0.855,0.793,0.73,0.713"	"0.844,0.831,0.887,0.889"	-0.09
UMM-S2874-1.4-mRNA-1	SE	ChrIII	-	112727	112934	111984	112043	113300	113705	"105,133,155,129"	"6,11,18,17"	"134,115,137,120"	"8,8,6,5"	285	78	7.88E-29	1.40E-26	"0.827,0.768,0.702,0.675"	"0.821,0.797,0.862,0.868"	-0.094
UMM-S2874-1.4-mRNA-1	SE	ChrIII	-	112727	112934	112470	112572	113300	113705	"107,140,171,144"	"2,1,3,4"	"142,128,147,127"	"1,0,0,1"	285	78	2.17E-17	1.88E-15	"0.936,0.975,0.94,0.908"	"0.975,1.0,1.0,0.972"	-0.047
UMM-S2874-1.4-mRNA-1	A5SS	ChrIII	-	112727	112934	112781	112934	111984	112043	"8,16,15,6"	"25,26,45,40"	"9,4,6,8"	"40,31,41,27"	132	78	3.34E-14	2.72E-12	"0.159,0.267,0.165,0.081"	"0.117,0.071,0.08,0.149"	0.064
UMM-S2874-1.4-mRNA-1	SE	ChrIII	-	112781	112934	111984	112043	113300	113705	"122,143,185,163"	"6,11,18,17"	"165,142,172,139"	"8,8,6,5"	231	78	6.71E-13	4.49E-11	"0.873,0.814,0.776,0.764"	"0.874,0.857,0.906,0.904"	-0.078
UMM-S2874-1.4-mRNA-1	SE	ChrIII	-	112863	112934	111984	112043	113300	113705	"81,92,113,96"	"6,11,18,17"	"100,82,115,89"	"8,8,6,5"	149	78	1.35E-12	8.86E-11	"0.876,0.814,0.767,0.747"	"0.867,0.843,0.909,0.903"	-0.08
UMM-S2874-1.4-mRNA-1	SE	ChrIII	-	112470	112572	111984	112043	113300	113705	"32,44,68,43"	"6,11,18,17"	"51,43,36,44"	"8,8,6,5"	180	78	1.50E-12	9.80E-11	"0.698,0.634,0.621,0.523"	"0.734,0.7,0.722,0.792"	-0.118
UMM-S2874-1.4-mRNA-1	A5SS	ChrIII	-	140576	140723	140627	140723	140130	140266	"4,0,6,3"	"4,10,10,11"	"2,1,4,3"	"18,19,15,17"	129	78	0.000196176	0.003592271	"0.377,0.0,0.266,0.142"	"0.063,0.031,0.139,0.096"	0.114
UMM-S2874-1.4-mRNA-1	A5SS	ChrIII	-	140570	140723	140576	140723	140130	140266	"2,1,3,0"	"2,0,2,1"	"1,0,1,1"	"0,0,0,0"	84	78	0.000255698	0.004570358	"0.481,1.0,0.582,0.0"	"1.0,NA,1.0,1.0"	-0.484
UMM-S2874-1.4-mRNA-1	SE	ChrIII	-	140576	140723	140130	140266	141078	141194	"13,12,17,20"	"15,34,28,27"	"18,12,14,17"	"33,40,53,38"	225	78	0.000650837	0.012021214	"0.231,0.109,0.174,0.204"	"0.159,0.094,0.084,0.134"	0.062
UMM-S2874-1.4-mRNA-1	SE	ChrIII	-	113300	113705	112727	112934	113888	113985	"479,587,705,622"	"0,4,4,4"	"657,556,578,493"	"7,5,3,3"	483	78	0.001292284	0.021978128	"1.0,0.96,0.966,0.962"	"0.938,0.947,0.969,0.964"	0.018
UMM-S2874-1.4-mRNA-1	SE	ChrIII	-	140570	140723	140130	140266	141078	141194	"13,13,18,19"	"15,34,28,27"	"19,12,15,18"	"33,40,53,38"	231	78	0.001482566	0.024755853	"0.226,0.114,0.178,0.192"	"0.163,0.092,0.087,0.138"	0.057
UMM-S2874-1.4-mRNA-1	A5SS	ChrIII	-	112727	112934	112781	112934	112470	112572	"10,23,31,21"	"2,11,9,9"	"17,17,16,15"	"3,3,3,1"	132	78	0.001674185	0.024673621	"0.747,0.553,0.671,0.58"	"0.77,0.77,0.759,0.899"	-0.162
UMM-S2874-1.4-mRNA-1	A5SS	ChrIII	-	140570	140723	140627	140723	140130	140266	"4,1,7,2"	"4,10,10,11"	"3,1,5,4"	"18,19,15,17"	135	78	0.007834194	0.092118933	"0.366,0.055,0.288,0.095"	"0.088,0.03,0.161,0.12"	0.101
UMM-S2874-1.4-mRNA-1	SE	ChrIII	-	112781	112934	112470	112572	113300	113705	"99,128,149,132"	"2,1,3,4"	"128,114,134,113"	"1,0,0,1"	231	78	0.009824982	0.128799985	"0.944,0.977,0.944,0.918"	"0.977,1.0,1.0,0.974"	-0.042
UMM-S2874-1.4-mRNA-1	RI	ChrIII	-	123884	124132	123884	123967	124052	124132	"10,10,7,11"	"45,76,77,65"	"8,6,6,11"	"68,99,71,85"	163	78	0.012381987	0.079364515	"0.096,0.059,0.042,0.075"	"0.053,0.028,0.039,0.058"	0.024
UMM-S2874-1.4-mRNA-1	RI	ChrIII	-	144030	144253	144030	144122	144167	144253	"0,5,2,7"	"13,22,30,27"	"0,2,3,5"	"46,28,25,15"	123	78	0.012836172	0.081725187	"0.0,0.126,0.041,0.141"	"0.0,0.043,0.071,0.174"	0.005
UMM-S2874-2.55-mRNA-1	A3SS	ChrIII	-	237018	237194	237018	237191	237336	237486	"36,47,51,44"	"12,15,8,11"	"29,36,45,40"	"16,21,13,19"	81	78	4.95E-42	2.46E-39	"0.743,0.751,0.86,0.794"	"0.636,0.623,0.769,0.67"	0.113
UMM-S2874-2.55-mRNA-1	RI	ChrIII	-	232404	232638	232404	232503	232579	232638	"70,93,70,72"	"275,362,300,352"	"90,72,87,73"	"396,323,404,389"	154	78	1.61E-06	3.16E-05	"0.114,0.115,0.106,0.094"	"0.103,0.101,0.098,0.087"	0.01
UMM-S2874-2.55-mRNA-1	A3SS	ChrIII	-	236351	236466	236351	236460	236520	236604	"0,2,2,4"	"4,2,11,7"	"4,3,4,2"	"6,5,2,6"	84	78	0.003246397	0.06150017	"0.0,0.481,0.144,0.347"	"0.382,0.358,0.65,0.236"	-0.164
UMM-S2874-2.55-mRNA-1	A5SS	ChrIII	-	231597	231779	231644	231779	231482	231544	"8,28,11,18"	"170,226,231,243"	"28,12,30,15"	"307,272,232,228"	125	78	0.004429053	0.057455538	"0.029,0.072,0.029,0.044"	"0.054,0.027,0.075,0.039"	-0.005
UMM-S289-2.60-mRNA-1	SE	ChrV	-	22852717	22852765	22852306	22852411	22853320	22853380	"40,46,55,51"	"4,0,1,2"	"33,30,19,25"	"5,1,3,1"	126	78	0.000412697	0.007932894	"0.861,1.0,0.971,0.94"	"0.803,0.949,0.797,0.939"	0.071
UMM-S289-2.60-mRNA-1	SE	ChrV	-	22853010	22853085	22852306	22852411	22853320	22853386	"65,74,73,96"	"4,0,1,2"	"69,65,60,69"	"5,1,3,1"	153	78	0.001365081	0.023026694	"0.892,1.0,0.974,0.961"	"0.876,0.971,0.911,0.972"	0.024
UMM-S289-2.60-mRNA-1	A5SS	ChrV	-	22850665	22850782	22850680	22850782	22850564	22850616	"57,54,54,45"	"7,8,13,10"	"48,37,25,44"	"17,7,12,13"	93	78	0.005966279	0.074014236	"0.872,0.85,0.777,0.791"	"0.703,0.816,0.636,0.739"	0.099
UMM-S293-6.12-mRNA-1	A3SS	ChrX	-	7339184	7339324	7339184	7339310	7339463	7339625	"103,154,144,136"	"0,0,0,0"	"6,5,13,6"	"7,7,9,4"	92	78	1.65E-29	4.33E-27	"1.0,1.0,1.0,1.0"	"0.421,0.377,0.55,0.56"	0.523
UMM-S293-9.77-mRNA-1	SE	ChrX	+	7676970	7677079	7676696	7676889	7677119	7677193	"31,33,27,43"	"4,4,6,5"	"40,41,54,42"	"2,2,1,2"	187	78	8.53E-71	6.71E-68	"0.764,0.775,0.652,0.782"	"0.893,0.895,0.957,0.898"	-0.167
UMM-S293-9.77-mRNA-1	SE	ChrX	+	7676953	7677079	7676696	7676889	7677119	7677193	"49,58,47,66"	"4,4,6,5"	"63,78,80,61"	"2,2,1,2"	204	78	3.56E-69	2.36E-66	"0.824,0.847,0.75,0.835"	"0.923,0.937,0.968,0.921"	-0.123
UMM-S293-9.77-mRNA-1	SE	ChrX	+	7677119	7677193	7676696	7676889	7677234	7677339	"38,22,29,31"	"0,0,5,1"	"29,24,24,26"	"3,5,6,2"	152	78	7.45E-08	3.02E-06	"1.0,1.0,0.749,0.941"	"0.832,0.711,0.672,0.87"	0.151
UMM-S293-9.77-mRNA-1	SE	ChrX	+	7676970	7677193	7676696	7676889	7677234	7677339	"42,26,33,42"	"0,0,5,1"	"43,28,39,39"	"3,5,6,2"	301	78	0.00074089	0.013458959	"1.0,1.0,0.631,0.916"	"0.788,0.592,0.627,0.835"	0.176
UMM-S293-9.77-mRNA-1	A3SS	ChrX	+	7676970	7677193	7677119	7677193	7676696	7676889	"9,8,10,16"	"4,4,6,5"	"16,6,16,15"	"2,2,1,2"	227	78	0.00126872	0.027107747	"0.436,0.407,0.364,0.524"	"0.733,0.508,0.846,0.72"	-0.269
UMM-S311-6.37-mRNA-1	SE	ChrV	-	442898	442961	442631	442735	443212	443269	"2,4,6,3"	"10,11,21,20"	"15,7,3,7"	"28,16,11,5"	141	78	1.64E-37	4.36E-35	"0.1,0.167,0.136,0.077"	"0.229,0.195,0.131,0.436"	-0.128
UMM-S311-6.37-mRNA-1	SE	ChrV	-	443212	443269	442631	442735	443347	443416	"22,37,39,56"	"21,18,30,19"	"69,43,21,17"	"19,16,4,1"	135	78	0.000140459	0.003011587	"0.377,0.543,0.429,0.63"	"0.677,0.608,0.752,0.908"	-0.241
UMM-S311-6.37-mRNA-1	SE	ChrV	-	442898	442961	442631	442735	443347	443416	"5,6,7,7"	"21,18,30,19"	"14,8,3,7"	"19,16,4,1"	141	78	0.000165733	0.003516982	"0.116,0.156,0.114,0.169"	"0.29,0.217,0.293,0.795"	-0.26
UMM-S325-1.19-mRNA-4	A5SS	ChrV	-	12693867	12693980	12693895	12693980	12685595	12685837	"2,0,5,5"	"1,2,1,3"	"1,1,1,2"	"1,0,2,4"	106	78	3.60E-22	5.05E-20	"0.595,0.0,0.786,0.551"	"0.424,1.0,0.269,0.269"	-0.008
UMM-S325-1.19-mRNA-4	SE	ChrV	-	12693867	12694036	12685771	12685837	12694091	12694199	"12,15,18,11"	"85,121,90,103"	"9,5,9,5"	"86,102,71,76"	247	78	2.16E-10	1.20E-08	"0.043,0.038,0.059,0.033"	"0.032,0.015,0.038,0.02"	0.017
