UMM-S273-2.27-mRNA-1	GO:0008289 
UMM-S2840-99.57-mRNA-1	GO:0016021
UMM-S10-26.58-mRNA-1	GO:0016021
UMM-S2840-48.22-mRNA-1	GO:0016021
UMM-S2859-6.23-mRNA-1	GO:0016021
UMM-S2840-48.6-mRNA-1	GO:0005615
UMM-S2840-48.7-mRNA-1	GO:0097367
UMM-S2840-48.38-mRNA-1	GO:0032504
UMM-S2840-48.40-mRNA-1	GO:0050877
UMM-S41-22.29-mRNA-1	GO:0003735
UMM-S453-0.22-mRNA-1	GO:0003735
UMM-S2840-48.32-mRNA-1	GO:0003735
UMM-S2877-1.21-mRNA-1	GO:0003735
UMM-S2840-48.42-mRNA-1	GO:0016020
UMM-S7-8.4-mRNA-1	GO:0004888
UMS-S2840-48.65-mRNA-1	GO:0004888
UMM-S2840-48.44-mRNA-1	GO:0005525
UMS-S41-9.51-mRNA-1	GO:0016020
UMM-S2840-48.30-mRNA-1	GO:0016020
UMM-S2840-49.66-mRNA-1	GO:0016020
UMM-S2845-20.23-mRNA-1	GO:0016020
UMM-S2864-13.59-mRNA-1	GO:0016020
UMM-S2840-49.85-mRNA-1	GO:0016020
UMM-S2840-1.5-mRNA-1	GO:0016020
UMA-S2840-49.58-mRNA-1	GO:0097602
UMM-S2840-48.25-mRNA-1	GO:0016020
UMM-S2838-12.13-mRNA-1	GO:0016020
UMM-S2840-82.38-mRNA-1	GO:0016020
UMM-S2838-9.3-mRNA-1	GO:0016020
UMM-S2854-6.0-mRNA-1	GO:0016020
UMM-S2840-78.42-mRNA-1	GO:0016020
UMM-S2840-97.56-mRNA-1	GO:0016020
UMM-S2838-10.13-mRNA-1	GO:0016020
UMM-S2838-10.18-mRNA-1	GO:0016020
UMM-S2840-14.59-mRNA-1	GO:0016020
UMM-S50-40.23-mRNA-1	GO:0016020
UMM-S2840-5.54-mRNA-1	GO:0016020
UMM-S2838-10.12-mRNA-1	GO:0016020
UMM-S2840-49.18-mRNA-1	GO:0016020
UMM-S2838-46.17-mRNA-1	GO:0016020
UMS-S2859-3.40-mRNA-1	GO:0016020
UMM-S2840-21.57-mRNA-1	GO:0016020
UMM-S10-6.12-mRNA-1	GO:0016020
UMM-S2840-49.75-mRNA-1	GO:0016020
UMM-S41-17.11-mRNA-1	GO:0016020
UMM-S2838-39.29-mRNA-1	GO:0016020
UMM-S2859-6.54-mRNA-1	GO:0016020
UMM-S2840-77.34-mRNA-1	GO:0016020
UMM-S2840-49.91-mRNA-1	GO:0071805
UMA-S2840-49.51-mRNA-1	GO:0016020
UMS-S2838-34.97-mRNA-1	GO:0016020
UMM-S2840-61.9-mRNA-1	GO:0016020
UMA-S2840-49.52-mRNA-1	GO:0016020
UMM-S2840-50.10-mRNA-1	GO:0005634
UMM-S2840-50.11-mRNA-1	GO:0003676
UMM-S387-6.86-mRNA-1	GO:0090503
UMM-S13-9.52-mRNA-1	GO:0090503
UMM-S7-4.3-mRNA-1	GO:0090503
UMM-S2840-50.3-mRNA-1	GO:0019843
UMM-S2840-64.53-mRNA-1	GO:0016020
UMM-S2840-50.27-mRNA-1	GO:0016020
UMS-S2840-51.18-mRNA-1	GO:0016020
UMM-S2840-51.83-mRNA-1	GO:0016021
UMM-S2840-45.14-mRNA-1	GO:0016021
UMS-S2840-51.31-mRNA-1	GO:0016021
UMA-S2840-51.4-mRNA-1	GO:0003677
UMM-S2840-51.59-mRNA-1	GO:0016020
UMM-S2840-51.88-mRNA-1	GO:0016020
UMM-S296-6.12-mRNA-1	GO:0016021
UMM-S2840-51.49-mRNA-1	GO:0016021
UMM-S2840-51.90-mRNA-1	GO:0016787
UMM-S2840-51.91-mRNA-1	GO:0016020
UMM-S2840-51.92-mRNA-1	GO:0003677
UMM-S2840-51.69-mRNA-1	GO:0016021
UMM-S2840-52.34-mRNA-1	GO:0004040
UMM-S2840-52.65-mRNA-1	GO:0016021
UMM-S2840-46.66-mRNA-1	GO:0016021
UMM-S2838-34.4-mRNA-1	GO:0016021
UMS-S196-1.11-mRNA-1	GO:0016746
UMM-S233-4.38-mRNA-1	GO:0016746
UMS-S196-2.45-mRNA-1	GO:0016746
UMS-S325-1.7-mRNA-1	GO:0016746
UMS-S2838-39.77-mRNA-1	GO:0016746
UMM-S233-4.26-mRNA-1	GO:0005524
UMM-S2840-51.52-mRNA-1	GO:0004040
UMM-S2840-53.78-mRNA-1	GO:0003676
UMS-S2838-46.57-mRNA-1	GO:0003676
UMA-S2840-95.71-mRNA-1	GO:0003676
UMA-S2840-52.15-mRNA-1	GO:0003676
UMA-S41-13.59-mRNA-1	GO:0003676
UMM-S2840-52.78-mRNA-1	GO:0016021
UMM-S2840-82.68-mRNA-1	GO:0003735
UMA-S2840-53.43-mRNA-1	GO:0004521
UMS-S2840-53.27-mRNA-1	GO:0003677
UMM-S2840-53.6-mRNA-1	GO:0042302
UMM-S2840-53.20-mRNA-1	GO:0016021
UMM-S2840-53.69-mRNA-1	GO:0016020
UMM-S2840-53.11-mRNA-1	GO:0016740
UMM-S2840-13.55-mRNA-3	GO:0016740
UMM-S2840-53.13-mRNA-1	GO:0042391
UMS-S60-7.90-mRNA-1	GO:0042391
UMM-S2840-53.74-mRNA-1	GO:0042391
UMM-S7-7.44-mRNA-1	GO:0042391
UMA-S2838-32.91-mRNA-1	GO:0042391
UMM-S2840-53.23-mRNA-1	GO:0016021
UMM-S2840-54.74-mRNA-1	GO:0008152
UMM-S473-1.103-mRNA-1	GO:0008152
UMM-S2840-54.80-mRNA-1	GO:0016021
UMA-S2840-54.13-mRNA-1	GO:0016021
UMM-S2844-53.28-mRNA-1	GO:0016021
UMM-S2838-22.90-mRNA-1	GO:0016020
UMM-S2845-26.33-mRNA-1	GO:0016020
UMM-S2840-54.81-mRNA-1	GO:0016020
UMM-S2840-54.90-mRNA-4	GO:0006468
UMM-S2840-54.91-mRNA-1	GO:0008289
UMM-S2840-54.83-mRNA-1	GO:0008289
UMM-S2840-54.92-mRNA-4	GO:0005615
UMA-S2840-54.10-mRNA-1	GO:0016021
UMM-S2840-54.93-mRNA-1	GO:0016020
UMM-S2840-54.59-mRNA-1	GO:0016020
UMM-S283-9.19-mRNA-1	GO:0016020
UMM-S2840-55.64-mRNA-1	GO:0016021
UMM-S2840-55.51-mRNA-1	GO:0008061
UMM-S2840-55.52-mRNA-1	GO:0043565
UMM-S2838-16.6-mRNA-1	GO:0001653
UMM-S2840-55.84-mRNA-1	GO:0001653
UMM-S2840-55.100-mRNA-1	GO:1902884
UMM-S139-8.50-mRNA-1	GO:0016020
UMM-S2840-15.63-mRNA-1	GO:0016020
UMA-S2845-22.3-mRNA-1	GO:0008146
UMM-S2840-55.102-mRNA-1	GO:0008146
UMM-S2840-55.89-mRNA-1	GO:0005829
UMM-S2840-56.35-mRNA-1	GO:0016567
UMM-S2840-56.36-mRNA-1	GO:0016021
UMM-S2840-56.2-mRNA-1	GO:0003735
UMM-S212-4.50-mRNA-1	GO:0004674
UMM-S212-4.42-mRNA-1	GO:0005524
UMM-S60-22.43-mRNA-1	GO:0034128
UMM-S60-38.48-mRNA-1	GO:0016020
UMM-S60-38.7-mRNA-1	GO:0016020
UMM-S2840-5.109-mRNA-1	GO:0006629
UMM-S521-0.52-mRNA-1	GO:0003676
UMM-S521-0.66-mRNA-1	GO:0007005
UMM-S289-11.26-mRNA-1	GO:0032482
UMM-S289-10.59-mRNA-1	GO:0006355
UMM-S289-10.3-mRNA-1	GO:0045747
UMM-S13-0.7-mRNA-2	GO:0003676
UMM-S285-1.53-mRNA-2	GO:0003924
UMM-S2847-11.6-mRNA-1	GO:0016020
UMM-S2847-11.0-mRNA-1	GO:0003676
UMM-S2847-10.33-mRNA-1	GO:0017119
UMM-S2838-31.40-mRNA-1	GO:0016021
UMM-S2847-10.3-mRNA-4	GO:0005524
UMM-S2847-10.26-mRNA-1	GO:0016021
UMM-S2864-9.46-mRNA-1	GO:0005615
UMM-S13-50.55-mRNA-1	GO:0005615
UMM-S2847-10.25-mRNA-1	GO:0030194
UMM-S60-45.49-mRNA-1	GO:0005840
UMM-S60-9.32-mRNA-1	GO:0005840
UMM-S60-8.13-mRNA-1	GO:0005840
UMM-S2844-2.52-mRNA-1	GO:0005840
UMM-S2847-9.42-mRNA-1	GO:0016021
UMA-S2847-9.14-mRNA-1	GO:0016020
UMM-S2847-9.3-mRNA-1	GO:0007035
UMM-S2847-9.2-mRNA-1	GO:0003723
UMM-S2847-9.7-mRNA-1	GO:0032504
UMM-S2847-9.6-mRNA-1	GO:0008324
UMM-S212-3.42-mRNA-1	GO:0008324
UMM-S2844-46.24-mRNA-1	GO:0004222
UMM-S2844-46.13-mRNA-1	GO:0004222
UMM-S2847-9.30-mRNA-1	GO:0003824
UMS-S2847-8.52-mRNA-1	GO:0016491
UMM-S2838-41.81-mRNA-1	GO:0016491
UMM-S2847-8.12-mRNA-1	GO:0016021
UMM-S2847-8.18-mRNA-1	GO:0005856
UMM-S2847-8.16-mRNA-1	GO:0016021
UMM-S2847-8.24-mRNA-1	GO:0016787
UMM-S2847-7.40-mRNA-1	GO:0006508
UMM-S2847-7.46-mRNA-1	GO:0004222
UMM-S2847-7.66-mRNA-1	GO:0005634
UMM-S2847-7.35-mRNA-1	GO:0016788
UMM-S2840-63.87-mRNA-1	GO:0016788
UMM-S2840-79.48-mRNA-1	GO:0016788
UMS-S2847-7.26-mRNA-1	GO:0005506
UMM-S112-27.25-mRNA-1	GO:0055085
UMM-S2847-6.50-mRNA-1	GO:0055085
UMM-S2847-6.49-mRNA-1	GO:0047710
UMM-S2847-6.46-mRNA-1	GO:0016020
UMM-S2847-6.41-mRNA-1	GO:0016020
UMM-S2840-64.31-mRNA-1	GO:0016020
UMM-S2847-6.45-mRNA-1	GO:0006508
UMM-S2847-6.39-mRNA-1	GO:0042302
UMS-S398-4.15-mRNA-1	GO:0042302
UMS-S554-0.77-mRNA-1	GO:0042302
UMM-S2847-6.28-mRNA-1	GO:0005524
UMM-S2847-4.64-mRNA-1	GO:0016020
UMS-S2847-6.17-mRNA-1	GO:0016020
UMM-S2847-6.43-mRNA-1	GO:0016021
UMM-S2847-6.36-mRNA-1	GO:0003924
UMM-S2847-6.34-mRNA-1	GO:0003700
UMM-S196-6.48-mRNA-1	GO:0005856
UMM-S2847-5.3-mRNA-3	GO:0042127
UMM-S2847-5.20-mRNA-1	GO:0003723
UMM-S2847-5.1-mRNA-1	GO:0007268
UMM-S2847-4.53-mRNA-1	GO:0015031
UMM-S2847-4.52-mRNA-1	GO:0005743
UMM-S2847-4.80-mRNA-1	GO:0005525
UMM-S2847-4.79-mRNA-1	GO:0005737
UMM-S2847-4.58-mRNA-1	GO:0042127
UMM-S2847-4.66-mRNA-1	GO:0016787
UMM-S2847-4.76-mRNA-3	GO:0016021
UMM-S2847-4.65-mRNA-2	GO:0030322
UMM-S2847-6.25-mRNA-1	GO:0016021
UMM-S2847-4.55-mRNA-1	GO:0016021
UMM-S2847-3.4-mRNA-1	GO:0016020
UMS-S13-11.56-mRNA-1	GO:0016020
UMM-S2847-3.3-mRNA-1	GO:0035023
UMM-S2847-3.28-mRNA-1	GO:0003735
UMM-S2847-3.20-mRNA-1	GO:0000027
UMM-S2847-3.2-mRNA-1	GO:0033619
UMM-S2847-3.27-mRNA-1	GO:0005524
UMM-S2847-3.1-mRNA-1	GO:0008479
UMM-S2847-3.0-mRNA-1	GO:0032259
UMM-S2847-3.7-mRNA-1	GO:0006821
UMM-S2847-3.24-mRNA-1	GO:0016021
UMM-S2847-2.53-mRNA-1	GO:0080182
UMA-S2847-2.21-mRNA-1	GO:0006488
UMA-S2847-2.20-mRNA-1	GO:0005739
UMS-S2847-2.36-mRNA-1	GO:0005525
UMM-S2847-2.0-mRNA-1	GO:0006412
UMM-S2847-1.21-mRNA-2	GO:0003676
UMM-S2847-1.28-mRNA-5	GO:0004812
UMM-S2847-1.24-mRNA-1	GO:0005840
UMM-S259-12.34-mRNA-1	GO:0016021
UMM-S394-2.13-mRNA-1	GO:0005730
UMA-S394-2.60-mRNA-1	GO:0006310
UMM-S2840-5.79-mRNA-1	GO:0008194
UMM-S2840-77.36-mRNA-1	GO:0008194
UMS-S2840-5.17-mRNA-1	GO:0008194
UMA-S2840-5.36-mRNA-1	GO:0016020
UMM-S2844-31.28-mRNA-1	GO:0004190
UMM-S2844-32.56-mRNA-1	GO:0005667
UMM-S325-1.32-mRNA-1	GO:0099132
UMM-S341-1.39-mRNA-1	GO:0022625
UMM-S230-7.28-mRNA-1	GO:0005525
UMM-S341-1.31-mRNA-1	GO:0005525
UMM-S341-1.40-mRNA-1	GO:0004497
UMM-S341-1.51-mRNA-1	GO:0000281
UMM-S7-60.13-mRNA-1	GO:0005737
UMM-S2838-32.71-mRNA-1	GO:0016021
UMM-S2838-32.69-mRNA-1	GO:0016021
UMM-S2838-35.74-mRNA-1	GO:0016021
UMM-S41-67.9-mRNA-1	GO:0006412
UMM-S41-57.13-mRNA-1	GO:0006412
UMM-S10-73.47-mRNA-1	GO:0006412
UMM-S2842-9.71-mRNA-1	GO:0016020
UMM-S2842-9.70-mRNA-1	GO:0005230
UMM-S2842-9.69-mRNA-1	GO:0042391
UMM-S2842-8.25-mRNA-2	GO:0016020
UMM-S2842-8.13-mRNA-1	GO:0005654
UMM-S2842-8.18-mRNA-1	GO:0008045
UMM-S2842-8.22-mRNA-1	GO:0005615
UMA-S2842-8.2-mRNA-1	GO:0016021
UMM-S2842-7.10-mRNA-1	GO:0036374
UMM-S2842-7.5-mRNA-1	GO:0006082
UMM-S2842-7.3-mRNA-1	GO:0003824
UMM-S2842-7.8-mRNA-1	GO:0003779
UMM-S2842-7.1-mRNA-1	GO:0016020
UMM-S2842-7.0-mRNA-1	GO:0000166
UMM-S2842-6.13-mRNA-1	GO:0016504
UMM-S71-32.2-mRNA-1	GO:0004484
UMA-S71-33.0-mRNA-1	GO:0004149
UMM-S2842-6.7-mRNA-1	GO:0004252
UMM-S2842-6.9-mRNA-1	GO:0071805
UMM-S2842-5.45-mRNA-1	GO:0006357
UMM-S2842-5.44-mRNA-1	GO:0016798
UMM-S2842-5.41-mRNA-1	GO:0016020
UMM-S71-33.72-mRNA-1	GO:0008289
UMM-S71-33.86-mRNA-1	GO:0008289
UMM-S2842-5.29-mRNA-1	GO:0016021
UMS-S2842-4.40-mRNA-1	GO:0044753
UMA-S2842-4.16-mRNA-1	GO:0016021
UMA-S2842-4.15-mRNA-1	GO:0006032
UMM-S2842-3.11-mRNA-1	GO:0003824
UMM-S2842-3.18-mRNA-1	GO:0004867
UMM-S2842-3.14-mRNA-1	GO:0016020
UMM-S2842-3.24-mRNA-1	GO:0016787
UMA-S2842-3.1-mRNA-1	GO:0004559
UMM-S2842-3.12-mRNA-1	GO:0060271
UMM-S2842-2.10-mRNA-1	GO:0005789
UMS-S2842-2.19-mRNA-1	GO:0016020
UMM-S2842-2.47-mRNA-1	GO:0016021
UMA-S2842-2.35-mRNA-1	GO:0040024
UMM-S2842-2.7-mRNA-1	GO:0016021
UMM-S2842-2.39-mRNA-1	GO:0003723
UMM-S2842-1.37-mRNA-1	GO:0016020
UMM-S2842-1.36-mRNA-1	GO:0005576
UMS-S2842-1.7-mRNA-1	GO:0005524
UMM-S2842-0.22-mRNA-1	GO:0005524
UMM-S60-43.31-mRNA-1	GO:0005524
UMM-S13-29.46-mRNA-2	GO:0046872
UMM-S2854-1.53-mRNA-1	GO:0016787
UMM-S2854-1.71-mRNA-1	GO:0016020
UMM-S66-40.9-mRNA-1	GO:0016020
UMM-S2845-28.83-mRNA-1	GO:0043022
UMM-S2845-28.44-mRNA-1	GO:0043022
UMM-S2845-28.43-mRNA-1	GO:0043022
UMM-S504-0.62-mRNA-1	GO:0005509
UMM-S504-0.12-mRNA-1	GO:0008124
UMM-S2840-38.40-mRNA-1	GO:0016020
UMM-S2840-33.44-mRNA-1	GO:0016020
UMM-S2840-38.41-mRNA-1	GO:0016020
UMM-S7-52.26-mRNA-1	GO:0005524
UMS-S2838-20.24-mRNA-1	GO:0005524
UMM-S2840-67.7-mRNA-1	GO:0008289
UMM-S504-0.5-mRNA-1	GO:0004672
UMM-S504-0.6-mRNA-1	GO:0003723
UMM-S419-3.40-mRNA-1	GO:0016021
UMM-S344-3.53-mRNA-1	GO:0016021
UMM-S419-3.54-mRNA-1	GO:0016020
UMM-S233-10.57-mRNA-1	GO:0090305
UMM-S233-10.36-mRNA-1	GO:0040018
UMM-S233-10.44-mRNA-1	GO:0015297
UMM-S233-10.35-mRNA-1	GO:0005634
UMM-S233-10.43-mRNA-1	GO:0005868
UMM-S233-10.54-mRNA-1	GO:0043994
UMS-S233-10.76-mRNA-1	GO:0046872
UMM-S233-10.52-mRNA-1	GO:0006629
UMM-S212-0.22-mRNA-1	GO:0006629
UMM-S233-9.18-mRNA-2	GO:0055085
UMM-S233-9.7-mRNA-1	GO:0008320
UMA-S322-2.51-mRNA-1	GO:0055085
UMM-S233-9.52-mRNA-1	GO:0055085
UMM-S233-9.5-mRNA-1	GO:0005634
UMM-S233-9.42-mRNA-1	GO:0005634
UMM-S233-9.48-mRNA-1	GO:0016020
UMA-S233-9.22-mRNA-1	GO:0016887
UMS-S233-9.57-mRNA-1	GO:0048188
UMM-S233-9.38-mRNA-1	GO:0003676
UMM-S233-9.10-mRNA-1	GO:0005576
UMM-S233-8.40-mRNA-1	GO:0048188
UMM-S233-8.5-mRNA-1	GO:0008180
UMM-S233-8.48-mRNA-1	GO:0003824
UMM-S233-8.14-mRNA-1	GO:0016020
UMM-S233-8.3-mRNA-1	GO:0003824
UMM-S233-8.4-mRNA-1	GO:0003824
UMM-S233-8.12-mRNA-1	GO:0003735
UMM-S233-8.10-mRNA-1	GO:0003824
UMA-S233-8.20-mRNA-1	GO:0044212
UMM-S233-8.42-mRNA-1	GO:0008270
UMM-S233-8.0-mRNA-1	GO:0032784
UMM-S233-7.56-mRNA-1	GO:0016021
UMS-S233-7.16-mRNA-1	GO:0003676
UMM-S233-7.45-mRNA-1	GO:0001887
UMM-S233-7.28-mRNA-1	GO:0016301
UMS-S233-7.13-mRNA-1	GO:0005634
UMM-S233-7.44-mRNA-1	GO:1902287
UMM-S233-7.25-mRNA-1	GO:0006888
UMM-S233-6.8-mRNA-1	GO:0006355
UMM-S13-7.27-mRNA-1	GO:0006355
UMM-S233-6.20-mRNA-1	GO:0016021
UMM-S233-6.54-mRNA-1	GO:0000974
UMS-S233-6.79-mRNA-1	GO:0006427
UMM-S233-6.66-mRNA-1	GO:0005524
UMA-S233-6.29-mRNA-1	GO:0042254
UMA-S233-6.39-mRNA-1	GO:0003824
UMM-S233-6.48-mRNA-1	GO:0005201
UMA-S233-6.27-mRNA-1	GO:0007049
UMM-S233-6.14-mRNA-1	GO:0006412
UMM-S233-6.45-mRNA-1	GO:0005768
UMM-S233-6.12-mRNA-1	GO:0051301
UMM-S233-5.13-mRNA-1	GO:0016021
UMM-S233-5.11-mRNA-1	GO:0055114
UMM-S41-32.15-mRNA-1	GO:0022625
UMM-S233-5.39-mRNA-1	GO:0022625
UMM-S233-5.28-mRNA-1	GO:0006468
UMM-S233-5.7-mRNA-1	GO:0008021
UMM-S233-5.1-mRNA-1	GO:0008233
UMM-S233-4.21-mRNA-1	GO:0016021
UMM-S233-4.6-mRNA-4	GO:0006811
UMM-S233-4.20-mRNA-2	GO:0043005
UMS-S233-4.80-mRNA-1	GO:0016021
UMM-S233-4.11-mRNA-1	GO:0004383
UMM-S233-4.1-mRNA-1	GO:0006412
UMM-S233-4.34-mRNA-1	GO:0005634
UMM-S233-4.9-mRNA-1	GO:0016021
UMM-S233-4.22-mRNA-1	GO:0016787
UMA-S233-3.51-mRNA-1	GO:0016020
UMM-S233-3.65-mRNA-1	GO:0043565
UMM-S233-3.70-mRNA-3	GO:0016020
UMM-S233-3.23-mRNA-1	GO:0005737
UMM-S233-3.32-mRNA-1	GO:0006412
UMM-S233-3.60-mRNA-1	GO:0016740
UMM-S233-2.34-mRNA-1	GO:0003676
UMM-S233-2.41-mRNA-1	GO:0032508
UMM-S233-2.40-mRNA-1	GO:0008237
UMM-S233-2.33-mRNA-1	GO:0035091
UMM-S230-6.31-mRNA-1	GO:0007018
UMM-S233-2.39-mRNA-1	GO:0016021
UMM-S233-2.44-mRNA-1	GO:0015917
UMM-S233-2.53-mRNA-1	GO:0016787
UMM-S2840-15.82-mRNA-1	GO:0006811
UMM-S233-1.57-mRNA-1	GO:0007268
UMM-S2840-67.11-mRNA-1	GO:0007268
UMM-S233-1.5-mRNA-1	GO:0030151
UMS-S233-1.68-mRNA-1	GO:0003824
UMM-S2840-97.73-mRNA-1	GO:0003824
UMM-S278-0.7-mRNA-2	GO:0006836
UMM-S233-1.3-mRNA-1	GO:0005615
UMA-S233-1.29-mRNA-1	GO:0005840
UMM-S233-1.45-mRNA-1	GO:0055114
UMA-S233-1.21-mRNA-1	GO:0005975
UMM-S233-0.23-mRNA-1	GO:0048500
UMS-S233-0.49-mRNA-1	GO:0048500
UMM-S233-0.10-mRNA-1	GO:0005634
UMM-S233-0.9-mRNA-1	GO:0005886
UMM-S233-0.14-mRNA-1	GO:0015031
UMM-S233-0.5-mRNA-1	GO:0003723
UMM-S233-0.0-mRNA-1	GO:0016021
UMM-S233-0.2-mRNA-1	GO:0003676
UMM-S413-3.112-mRNA-1	GO:0007165
UMM-S413-3.11-mRNA-1	GO:0019825
UMM-S413-2.73-mRNA-3	GO:0016020
UMM-S413-2.7-mRNA-1	GO:0031462
UMM-S407-3.23-mRNA-1	GO:0030536
UMM-S407-3.5-mRNA-1	GO:0004826
UMM-S407-3.22-mRNA-1	GO:0008408
UMM-S41-34.37-mRNA-2	GO:0016020
UMM-S112-5.45-mRNA-1	GO:0019388
UMM-S7-42.63-mRNA-1	GO:0016020
UMM-S7-42.54-mRNA-1	GO:0016020
UMM-S2840-44.18-mRNA-1	GO:0055114
UMM-S245-4.44-mRNA-1	GO:0005811
UMM-S196-23.15-mRNA-1	GO:0005634
UMM-S196-23.26-mRNA-1	GO:0016020
UMM-S196-23.38-mRNA-1	GO:0006561
UMA-S207-14.35-mRNA-1	GO:0016021
UMM-S207-14.54-mRNA-1	GO:0031461
UMM-S207-14.58-mRNA-1	GO:0042742
UMM-S207-14.55-mRNA-1	GO:0016491
UMM-S41-6.64-mRNA-1	GO:0016491
UMM-S10-84.73-mRNA-1	GO:0004017
UMM-S57-21.10-mRNA-1	GO:0004017
UMM-S207-15.42-mRNA-1	GO:0070006
UMM-S207-15.63-mRNA-1	GO:0055085
UMM-S207-15.64-mRNA-1	GO:0043161
UMM-S207-15.78-mRNA-1	GO:0030594
UMM-S207-15.65-mRNA-1	GO:0043161
UMM-S207-15.67-mRNA-1	GO:0016491
UMM-S207-15.68-mRNA-1	GO:0019205
UMM-S207-15.69-mRNA-1	GO:0005524
UMM-S207-15.70-mRNA-1	GO:0016021
UMA-S283-1.49-mRNA-1	GO:0005737
UMM-S207-15.49-mRNA-1	GO:0005737
UMM-S207-15.81-mRNA-1	GO:0003676
UMA-S207-16.21-mRNA-1	GO:0007165
UMM-S207-16.4-mRNA-1	GO:0016020
UMM-S207-16.9-mRNA-1	GO:0016021
UMS-S259-10.86-mRNA-1	GO:0007186
UMM-S41-41.52-mRNA-1	GO:0007186
UMM-S207-16.6-mRNA-1	GO:0007186
UMM-S207-17.24-mRNA-1	GO:0004089
UMM-S207-17.25-mRNA-1	GO:0004089
UMM-S207-16.17-mRNA-1	GO:0043087
UMM-S207-17.26-mRNA-1	GO:0008237
UMM-S207-17.17-mRNA-1	GO:0005856
UMS-S139-20.50-mRNA-1	GO:0004824
UMS-S139-20.49-mRNA-1	GO:0000398
UMM-S139-19.52-mRNA-1	GO:0016021
UMS-S139-20.48-mRNA-1	GO:0016020
UMA-S139-20.19-mRNA-1	GO:0008340
UMS-S139-19.22-mRNA-1	GO:0017151
UMS-S139-19.14-mRNA-1	GO:0016020
UMS-S139-19.13-mRNA-1	GO:0004252
UMM-S139-19.50-mRNA-1	GO:0055114
UMM-S139-19.44-mRNA-1	GO:0020037
UMM-S139-19.49-mRNA-1	GO:0046912
UMM-S139-19.25-mRNA-1	GO:0032040
UMM-S139-19.30-mRNA-1	GO:0008233
UMM-S139-19.23-mRNA-1	GO:0042026
UMM-S139-18.33-mRNA-1	GO:0034975
UMM-S139-18.32-mRNA-1	GO:0005634
UMM-S139-18.3-mRNA-1	GO:0046662
UMM-S139-18.36-mRNA-1	GO:0019915
UMM-S50-13.50-mRNA-1	GO:0019915
UMM-S139-18.2-mRNA-1	GO:0005634
UMS-S139-18.41-mRNA-1	GO:0008610
UMM-S139-18.27-mRNA-1	GO:0006915
UMM-S139-18.0-mRNA-1	GO:0016021
UMM-S10-26.19-mRNA-1	GO:0016491
UMS-S10-0.24-mRNA-1	GO:0016491
UMS-S2840-79.18-mRNA-1	GO:0016491
UMS-S2847-24.54-mRNA-1	GO:0016491
UMS-S2864-11.9-mRNA-1	GO:0016491
UMS-S10-38.1-mRNA-1	GO:0016491
UMM-S250-9.5-mRNA-1	GO:0016491
UMS-S50-28.41-mRNA-1	GO:0016491
UMM-S2847-11.1-mRNA-1	GO:0016491
UMS-S2868-21.64-mRNA-1	GO:0016491
UMM-S139-17.13-mRNA-1	GO:0051015
UMM-S139-17.19-mRNA-1	GO:0004721
UMM-S139-16.34-mRNA-1	GO:0004672
UMM-S139-16.28-mRNA-1	GO:0016020
UMS-S2865-0.13-mRNA-1	GO:0016020
UMM-S139-16.57-mRNA-1	GO:0070403
UMM-S57-23.47-mRNA-1	GO:0070403
UMM-S139-16.51-mRNA-1	GO:0004713
UMM-S139-16.55-mRNA-2	GO:0004420
UMA-S139-16.37-mRNA-1	GO:0016020
UMM-S139-16.49-mRNA-1	GO:0034219
UMM-S139-15.35-mRNA-1	GO:0016020
UMA-S139-15.22-mRNA-1	GO:0003723
UMM-S7-34.33-mRNA-1	GO:0003723
UMA-S139-15.24-mRNA-1	GO:0006470
UMA-S139-15.21-mRNA-1	GO:0016021
UMM-S139-15.2-mRNA-1	GO:0016021
UMM-S139-15.29-mRNA-1	GO:0000209
UMM-S139-14.33-mRNA-1	GO:0005216
UMM-S473-1.44-mRNA-1	GO:0005216
UMM-S139-14.27-mRNA-1	GO:0016021
UMM-S139-14.36-mRNA-3	GO:0016021
UMM-S139-14.34-mRNA-1	GO:0002926
UMM-S139-13.18-mRNA-1	GO:0002926
UMM-S139-13.17-mRNA-1	GO:0003824
UMM-S139-13.7-mRNA-1	GO:0005634
UMM-S139-13.15-mRNA-1	GO:0007186
UMM-S139-13.5-mRNA-1	GO:0016020
UMM-S139-13.4-mRNA-1	GO:0003676
UMM-S139-13.9-mRNA-1	GO:0005085
UMM-S139-12.11-mRNA-1	GO:0005634
UMM-S139-12.10-mRNA-3	GO:0003676
UMM-S41-23.23-mRNA-1	GO:0016020
UMM-S41-23.82-mRNA-1	GO:0016020
UMM-S41-23.96-mRNA-1	GO:0016020
UMM-S250-11.82-mRNA-1	GO:0008138
UMM-S296-7.15-mRNA-1	GO:0016021
UMM-S2838-33.24-mRNA-1	GO:0004222
UMM-S2838-32.45-mRNA-1	GO:0016740
UMM-S283-8.49-mRNA-1	GO:0016020
UMM-S259-5.74-mRNA-3	GO:0016020
UMM-S2838-32.58-mRNA-1	GO:0016020
UMM-S2842-11.25-mRNA-1	GO:0006811
UMM-S41-51.28-mRNA-1	GO:0006811
UMM-S41-51.52-mRNA-1	GO:0006468
UMM-S60-44.36-mRNA-1	GO:0019212
UMM-S7-59.12-mRNA-1	GO:0007052
UMM-S7-59.10-mRNA-1	GO:0016020
UMA-S112-34.30-mRNA-1	GO:0006325
UMM-S7-59.16-mRNA-1	GO:0006325
